meeting_date,hawkishness_im,uncertainty_im,dissent_detected,fg_type,fg_direction,inflation_outlook,growth_prospects,labor_market,speech_hawkishness,agg_econ_index,expected_change_bp,entropy,modal_outcome,hawkishness_index_ii,policy_uncertainty,p_hold,dfr_actual_bp,dfr_surprise_mech,dfr_surprise_sal,dfr_surprise_norm,dfr_direction,mro_surprise_mech
2005-07-07,0.625,0.35,False,Delphic,hold,0.09137931034482759,-0.036206896551724134,-0.05172413793103448,0.2811,0.0245,2.095,0.5361,hold,0.0419,0.3331,0.8465,0.0,-2.095,0.1666,-0.7672,no_surprise,-2.095
2005-08-04,0.34,0.55,False,Delphic,ambiguous,0.06489361702127659,-0.0925531914893617,-0.05957446808510638,0.15,-0.0072,4.875,0.7829,hold,0.0975,0.4864,0.714,0.0,-4.875,0.3369,-1.6186,no_surprise,-4.875
2005-09-01,0.325,0.525,False,Delphic,ambiguous,0.09361702127659575,-0.16063829787234044,-0.06808510638297872,0.0,-0.015,4.0175,0.7247,hold,0.0804,0.4503,0.7272,0.0,-4.0175,0.3186,-1.3764,no_surprise,-4.0175
2005-10-06,0.58,0.67,False,Delphic,ambiguous,0.18076923076923074,0.003846153846153841,-0.03461538461538462,-0.174,0.0846,10.4425,0.9431,hold,0.2089,0.586,0.5581,0.0,-10.4425,0.5832,-3.7029,dovish_surprise,-10.4425
2005-11-03,0.625,0.475,True,Delphic,hike,0.237,0.032,-0.044000000000000004,-0.1533,0.1193,14.585,0.9417,hike_standard,0.2917,0.5851,0.4411,0.0,-14.585,0.8185,-4.7537,dovish_surprise,-14.585
2005-12-01,0.82,0.3,True,Delphic,hike,0.20185185185185187,0.012962962962962957,-0.02962962962962963,0.045,0.0989,23.4225,0.9093,hike_standard,0.4684,0.565,0.2162,25.0,1.5775,0.4612,0.4187,no_surprise,1.5775
2006-01-12,0.7,0.47,False,Delphic,ambiguous,0.3245454545454546,0.23636363636363636,0.030909090909090914,0.8,0.2394,12.325,0.9151,hold,0.2465,0.5686,0.5444,0.0,-12.325,0.6081,-2.7914,dovish_surprise,-12.325
2006-02-02,0.68,0.37,False,Delphic,hike,0.2950980392156863,0.23039215686274508,0.04117647058823529,-0.01,0.2249,13.8725,0.9175,hold,0.2775,0.5701,0.4752,0.0,-13.8725,0.744,-2.9517,dovish_surprise,-13.8725
2006-03-02,0.7625,0.3375,False,Delphic,hike,0.22254901960784315,0.196078431372549,0.03725490196078431,0.27,0.1775,23.4575,0.7371,hike_standard,0.4692,0.458,0.1381,25.0,1.5425,0.2704,0.3036,no_surprise,1.5425
2006-04-06,0.57,0.6,False,Delphic,hike,0.2901960784313725,0.26176470588235295,0.041176470588235294,0.204,0.2319,13.295,0.8587,hold,0.2659,0.5335,0.5211,0.0,-13.295,0.6518,-2.348,dovish_surprise,-13.295
2006-05-04,0.33,0.3,False,Delphic,hold,0.3078431372549019,0.246078431372549,0.015686274509803918,0.0,0.2309,0.9,0.155,hold,0.018,0.0963,0.964,0.0,-0.9,0.0367,-0.159,no_surprise,-0.9
2006-06-08,0.87,0.3,False,Odyssean,hike,0.24553571428571427,0.2526785714285714,0.049999999999999996,0.145,0.2086,26.9125,0.7525,hike_standard,0.5383,0.4676,0.0947,25.0,-1.9125,0.3094,-0.3249,no_surprise,-1.9125
2006-07-06,0.75,0.3,True,Delphic,hike,0.2375,0.275,0.06749999999999999,0.1471,0.2147,29.56,0.6504,hike_standard,0.5912,0.4041,0.0313,0.0,-29.56,3.4641,-4.9656,dovish_surprise,-29.56
2006-08-03,0.85,0.28,False,Delphic,hike,0.36363636363636365,0.36727272727272725,0.06999999999999999,0.0267,0.306,23.2875,0.5575,hike_standard,0.4658,0.3464,0.1189,25.0,1.7125,0.1852,0.1991,no_surprise,1.7125
2006-08-31,0.6375,0.4875,False,Delphic,hike,0.27799999999999997,0.298,0.084,0.0,0.2452,13.08,0.8209,hike_standard,0.2616,0.5101,0.4841,0.0,-13.08,0.7255,-1.4505,dovish_surprise,-13.08
2006-10-05,0.6,0.5625,True,Delphic,hike,0.2811320754716981,0.3,0.09622641509433963,0.1833,0.2498,17.6575,0.8985,hike_standard,0.3531,0.5583,0.3345,25.0,7.3425,0.5237,0.813,hawkish_surprise,7.3425
2006-11-02,0.9,0.2,False,Odyssean,hike,0.368,0.305,0.10300000000000001,0.22,0.2961,26.1875,0.8002,hike_standard,0.5238,0.4972,0.1216,0.0,-26.1875,2.107,-2.609,dovish_surprise,-26.1875
2006-12-07,0.9,0.2,False,Odyssean,hike,0.19999999999999998,0.21568627450980393,0.058823529411764705,0.1942,0.1765,24.6,0.5922,hike_standard,0.492,0.368,0.0972,25.0,0.4,0.1967,0.0358,no_surprise,0.4
2007-01-11,0.8,0.4,False,Delphic,hike,0.23518518518518516,0.3444444444444444,0.08148148148148147,0.0133,0.2372,18.7375,0.8987,hike_standard,0.3748,0.5584,0.3382,0.0,-18.7375,1.0841,-1.6872,dovish_surprise,-18.7375
2007-02-08,0.85,0.3,False,Delphic,hike,0.18962264150943398,0.3358490566037736,0.10943396226415095,0.471,0.2175,20.76,0.4553,hike_standard,0.4152,0.2829,0.1696,0.0,-20.76,1.7743,-1.8157,dovish_surprise,-20.76
2007-03-08,0.9,0.2,False,Odyssean,hike,0.196,0.33299999999999996,0.095,0.116,0.2169,25.405,0.5096,hike_standard,0.5081,0.3166,0.0636,25.0,-0.405,0.1548,-0.0342,no_surprise,-0.405
2007-04-12,0.48,0.52,False,Delphic,hike,0.24814814814814812,0.3666666666666667,0.11388888888888887,0.1386,0.2569,14.09,0.9479,hold,0.2818,0.589,0.4801,0.0,-14.09,0.7338,-1.2046,dovish_surprise,-14.09
2007-05-10,0.85,0.2,False,Delphic,hike,0.19074074074074077,0.2916666666666667,0.09814814814814815,0.2114,0.2025,5.425,0.5231,hold,0.1085,0.325,0.783,0.0,-5.425,0.2446,-0.4629,dovish_surprise,-5.425
2007-06-06,0.85,0.225,False,Delphic,hike,0.14913793103448272,0.27241379310344827,0.11896551724137931,0.0688,0.1801,24.3025,0.6444,hike_standard,0.486,0.4004,0.1127,25.0,0.6975,0.2239,0.0606,no_surprise,0.6975
2007-07-05,0.75,0.3,True,Delphic,hike,0.19736842105263158,0.31140350877192985,0.12017543859649124,0.3978,0.2161,17.465,0.8625,hike_standard,0.3493,0.5359,0.3477,0.0,-17.465,1.0564,-1.4957,dovish_surprise,-17.465
2007-08-02,0.8,0.2,False,Odyssean,hike,0.2767241379310345,0.4629310344827586,0.1620689655172414,0.2557,0.3097,27.44,0.6537,hike_standard,0.5488,0.4062,0.0604,0.0,-27.44,2.8068,-2.6432,dovish_surprise,-27.44
2007-09-06,0.275,0.7,False,Delphic,ambiguous,0.3,0.3462962962962963,0.0898148148148148,0.0,0.2719,12.55,0.9501,hike_standard,0.251,0.5903,0.4567,0.0,-12.55,0.7837,-1.1388,dovish_surprise,-12.55
2007-10-04,0.35,0.8,False,Delphic,hike,0.14596774193548387,0.2411290322580645,0.12983870967741937,0.104,0.1713,11.64,1.0118,hold,0.2328,0.6287,0.5402,0.0,-11.64,0.6158,-1.0568,dovish_surprise,-11.64
2007-11-08,0.4,0.7,False,Delphic,hike,0.2208955223880597,0.12761194029850745,0.12537313432835823,-0.0614,0.1738,13.6225,0.8954,hold,0.2725,0.5563,0.5284,0.0,-13.6225,0.6379,-1.435,dovish_surprise,-13.6225
2007-12-06,0.75,0.7,False,Delphic,hike,0.19491525423728814,0.1093220338983051,0.12796610169491526,0.0213,0.1558,21.4975,0.9841,hike_standard,0.4299,0.6115,0.2984,0.0,-21.4975,1.2093,-2.4966,dovish_surprise,-21.4975
2008-01-10,0.75,0.6,False,Delphic,hike,0.3119047619047619,0.1253968253968254,0.1634920634920635,0.51,0.2263,21.23,1.0958,hike_standard,0.4246,0.6809,0.2876,0.0,-21.23,1.2462,-2.6049,dovish_surprise,-21.23
2008-02-07,0.75,0.5,False,Delphic,hike,0.3169642857142857,0.0956140350877193,0.13839285714285715,-0.068,0.2148,15.5875,1.0315,hike_standard,0.3118,0.6409,0.4079,0.0,-15.5875,0.8967,-1.876,dovish_surprise,-15.5875
2008-03-06,0.21,0.75,False,Delphic,ambiguous,0.2973684210526316,0.0035087719298245567,0.1903508771929825,0.0157,0.1878,2.6425,0.8304,hold,0.0529,0.516,0.7314,0.0,-2.6425,0.3128,-0.3276,no_surprise,-2.6425
2008-04-10,0.75,0.6,False,Delphic,hike,0.2850877192982456,-0.14035087719298245,0.14912280701754385,0.182,0.1303,14.9425,0.928,hold,0.2989,0.5766,0.4906,0.0,-14.9425,0.7121,-1.9191,dovish_surprise,-14.9425
2008-05-08,0.7,0.7,False,Delphic,ambiguous,0.3075,-0.13166666666666668,0.13,-0.0808,0.1402,6.78,0.758,hold,0.1356,0.471,0.657,0.0,-6.78,0.4201,-0.8698,dovish_surprise,-6.78
2008-06-05,0.75,0.75,False,Delphic,hike,0.25,-0.0809090909090909,0.10454545454545454,0.0286,0.1216,17.08,0.9137,hike_standard,0.3416,0.5677,0.3996,0.0,-17.08,0.9173,-2.2227,dovish_surprise,-17.08
2008-07-03,0.81,0.36,True,Delphic,hike,0.38934426229508196,-0.11803278688524589,0.15491803278688523,-0.1173,0.1902,19.375,0.789,hike_standard,0.3875,0.4902,0.2643,25.0,5.625,0.384,0.8843,hawkish_surprise,5.625
2008-08-07,0.9,0.6,False,Delphic,ambiguous,0.45982142857142855,-0.15178571428571427,0.16785714285714284,-0.27,0.2179,12.72,1.0269,hold,0.2544,0.638,0.5169,0.0,-12.72,0.6599,-1.494,dovish_surprise,-12.72
2008-09-04,0.48,0.63,False,Delphic,ambiguous,0.4007462686567164,-0.15074626865671645,0.10820895522388059,0.0,0.1768,7.04,0.9846,hold,0.1408,0.6118,0.6255,0.0,-7.04,0.4692,-0.9553,dovish_surprise,-7.04
2008-10-02,0.52,0.7,False,Delphic,ambiguous,0.3347457627118644,-0.36186440677966103,0.03898305084745762,-0.168,0.0666,7.2,0.8043,hold,0.144,0.4997,0.7056,0.0,-7.2,0.3487,-0.9606,dovish_surprise,-7.2
2008-10-08,0.5,0.9,False,Delphic,ambiguous,0.3459677419354839,-0.37258064516129036,0.037096774193548385,-0.1264,0.0686,-4.53,0.8265,hold,-0.0906,0.5135,0.7289,-50.0,-45.47,3.3326,,dovish_surprise,-45.47
2008-11-06,0.35,0.9,False,Delphic,ambiguous,0.3413793103448276,-0.4353448275862069,-0.005172413793103449,-0.382,0.0391,-6.8175,0.8259,hold,-0.1363,0.5132,0.6153,-50.0,-43.1825,13.8155,-3.5514,dovish_surprise,-43.1825
2008-12-04,-0.8,0.9,False,Delphic,cut,0.10377358490566035,-0.34622641509433966,-0.003773584905660373,-0.4608,-0.0527,-35.88,0.9188,cut_large,-0.7176,0.5709,0.0869,-75.0,-39.12,0.6501,-2.6912,dovish_surprise,-39.12
2009-01-15,-0.9,0.9,False,Delphic,ambiguous,-0.36578947368421055,-0.6026315789473684,-0.15614035087719297,-0.47,-0.3949,-33.98,0.9138,cut_standard,-0.6796,0.5678,0.0791,-50.0,-16.02,0.8249,-1.0086,dovish_surprise,-16.02
2009-02-05,-0.8,0.9,False,Delphic,ambiguous,-0.33070175438596494,-0.5517543859649123,-0.18421052631578946,-0.4257,-0.3677,-20.5725,1.0358,cut_standard,-0.4115,0.6436,0.3595,0.0,20.5725,1.023,1.2955,hawkish_surprise,20.5725
2009-03-05,-0.37,0.73,True,Delphic,ambiguous,-0.3088235294117647,-0.5394230769230769,-0.16470588235294117,-0.3856,-0.3492,-31.4575,0.9772,cut_standard,-0.6291,0.6072,0.1254,-50.0,-18.5425,0.9579,-0.9915,dovish_surprise,-18.5425
2009-04-02,-0.8,0.7,False,Delphic,ambiguous,-0.42499999999999993,-0.5419642857142857,-0.31875000000000003,-0.65,-0.4388,-23.0425,0.9917,cut_standard,-0.4608,0.6162,0.2633,-25.0,-1.9575,0.5948,-0.1046,no_surprise,-1.9575
2009-05-07,-0.4,0.5,False,Delphic,ambiguous,-0.5449152542372881,-0.6330508474576271,-0.2661016949152542,-0.605,-0.5156,-17.5275,0.9195,cut_standard,-0.3505,0.5713,0.3869,0.0,17.5275,0.9496,0.9246,hawkish_surprise,-7.4725
2009-06-04,-0.9,0.5,False,Delphic,hold,-0.30000000000000004,-0.5612903225806452,-0.1870967741935484,-0.36,-0.3558,-1.97,0.2758,hold,-0.0394,0.1714,0.9212,0.0,1.97,0.0821,0.0939,no_surprise,1.97
2009-07-02,0.05,0.5125,False,Delphic,hold,-0.4169491525423729,-0.5720338983050848,-0.2661016949152542,-0.405,-0.4333,-2.165,0.5011,hold,-0.0433,0.3114,0.8496,0.0,2.165,0.163,0.1044,no_surprise,2.165
2009-08-06,-0.25,0.4,False,Delphic,hold,-0.4661290322580645,-0.6370967741935484,-0.31209677419354837,-0.1433,-0.4866,-4.245,0.4738,hold,-0.0849,0.2944,0.8641,0.0,4.245,0.1461,0.2009,no_surprise,4.245
2009-09-03,-0.2875,0.7375,False,Delphic,ambiguous,-0.3178571428571429,-0.5035714285714286,-0.24464285714285713,-0.54,-0.3589,-1.75,0.3735,hold,-0.035,0.2321,0.9099,0.0,1.75,0.0944,0.0812,no_surprise,1.75
2009-10-08,-0.75,0.7,False,Delphic,hold,-0.3276923076923077,-0.536923076923077,-0.28769230769230775,0.01,-0.3825,-8.2425,0.6989,hold,-0.1648,0.4343,0.7685,0.0,8.2425,0.2633,0.378,hawkish_surprise,8.2425
2009-11-05,-0.3,0.7,False,Delphic,hike,-0.35803571428571423,-0.4830357142857143,-0.29464285714285715,-0.3525,-0.3829,0.0,-0.0,hold,0.0,-0.0,1.0,0.0,0.0,-0.0,0.0,no_surprise,0.0
2009-12-03,0.15,0.65,False,Delphic,hold,-0.2032258064516129,-0.3008064516129032,-0.17338709677419356,-0.0636,-0.2265,-0.1275,0.2589,hold,-0.0026,0.1609,0.9498,0.0,0.1275,0.0515,0.0082,no_surprise,0.1275
2010-01-14,-0.1875,0.675,False,Odyssean,hold,-0.2966666666666667,-0.2908333333333334,-0.23083333333333333,-0.145,-0.2818,-0.8775,0.1919,hold,-0.0175,0.1192,0.9567,0.0,0.8775,0.0443,0.0813,no_surprise,0.8775
2010-02-04,-0.3,0.5,False,Delphic,hold,-0.2836065573770492,-0.28442622950819674,-0.24098360655737705,-0.295,-0.2753,-3.165,0.6204,hold,-0.0633,0.3855,0.8296,0.0,3.165,0.1868,0.3364,no_surprise,3.165
2010-03-04,-0.1,0.4,False,Delphic,hold,-0.23620689655172414,-0.1818965517241379,-0.1836206896551724,-0.0375,-0.2094,-0.41,0.2363,hold,-0.0082,0.1468,0.9484,0.0,0.41,0.053,0.0525,no_surprise,0.41
2010-04-08,-0.2,0.7,False,Delphic,hold,-0.22545454545454544,-0.2109090909090909,-0.21000000000000002,0.1294,-0.218,-0.325,0.3959,hold,-0.0065,0.246,0.8992,0.0,0.325,0.1062,0.0654,no_surprise,0.325
2010-05-06,0.0,0.45,False,Delphic,hold,-0.18870967741935485,-0.23709677419354838,-0.24516129032258063,-0.0378,-0.2145,-0.1825,0.2593,hold,-0.0037,0.1611,0.9497,0.0,0.1825,0.0516,0.038,no_surprise,0.1825
2010-06-10,-0.05,0.65,False,Delphic,hold,-0.06461538461538462,-0.09153846153846153,-0.16923076923076924,-0.0433,-0.0936,0.1675,0.2309,hold,0.0034,0.1435,0.9505,0.0,-0.1675,0.0508,-0.0732,no_surprise,-0.1675
2010-07-08,0.0625,0.7375,False,Delphic,hold,-0.056923076923076917,-0.15461538461538463,-0.17076923076923078,-0.0567,-0.109,-0.37,0.2771,hold,-0.0074,0.1722,0.937,0.0,0.37,0.0651,0.1566,no_surprise,0.37
2010-08-05,-0.2,0.7,False,Delphic,ambiguous,-0.09910714285714285,-0.17589285714285713,-0.2205357142857143,0.278,-0.1464,-0.2225,0.395,hold,-0.0044,0.2454,0.8996,0.0,0.2225,0.1058,0.0931,no_surprise,0.2225
2010-09-02,0.1,0.45,False,Delphic,hold,-0.044262295081967225,-0.1786885245901639,-0.22950819672131148,0.0,-0.1216,-0.045,0.3944,hold,-0.0009,0.2451,0.9,0.0,0.045,0.1054,0.0198,no_surprise,0.045
2010-10-07,-0.4,0.6,False,Odyssean,hold,0.04393939393939394,-0.022727272727272728,-0.09090909090909091,0.052,-0.003,-0.33,0.3958,hold,-0.0066,0.2459,0.8992,0.0,0.33,0.1062,0.1436,no_surprise,0.33
2010-11-04,-0.175,0.625,True,Delphic,ambiguous,-0.08813559322033898,-0.033050847457627125,-0.1440677966101695,-0.0518,-0.0828,-0.11,0.1962,hold,-0.0022,0.1219,0.9598,0.0,0.11,0.041,0.1303,no_surprise,0.11
2010-12-02,0.3,0.45,False,Delphic,ambiguous,-0.016346153846153847,-0.07211538461538461,-0.09038461538461538,0.064,-0.0479,1.5275,0.5226,hold,0.0306,0.3247,0.8465,0.0,-1.5275,0.1666,-1.8202,no_surprise,-1.5275
2011-01-13,-0.25,0.825,True,Odyssean,hold,0.10000000000000002,-7.656710514656252e-18,-0.10517241379310344,0.0,0.029,-0.7875,0.3191,hold,-0.0158,0.1983,0.9227,0.0,0.7875,0.0805,0.7812,no_surprise,0.7875
2011-02-03,0.3,0.7,False,Delphic,ambiguous,0.08983050847457628,0.013559322033898294,-0.0788135593220339,0.4025,0.0332,4.26,0.4565,hold,0.0852,0.2836,0.8296,0.0,-4.26,0.1868,-4.2409,no_surprise,-4.26
2011-03-03,0.5375,0.55,False,Delphic,hike,0.11694915254237288,-0.0025423728813559346,-0.10847457627118645,0.05,0.036,9.8675,0.8593,hold,0.1973,0.5339,0.5711,0.0,-9.8675,0.5602,-7.4757,dovish_surprise,-9.8675
2011-04-07,0.9,0.5,False,Odyssean,hike,0.1896551724137931,0.12844827586206897,-0.08103448275862067,0.036,0.1172,21.6075,0.7828,hike_standard,0.4322,0.4864,0.2166,25.0,3.3925,0.3531,1.1531,no_surprise,3.3925
2011-05-05,0.7,0.48,False,Delphic,ambiguous,0.18714285714285717,0.1307142857142857,-0.07142857142857142,0.0525,0.1185,10.3325,0.9078,hold,0.2067,0.564,0.5613,0.0,-10.3325,0.5775,-3.249,dovish_surprise,-10.3325
2011-06-09,0.65,0.47,False,Delphic,hike,0.2791666666666667,0.10916666666666666,0.0,-0.042,0.1723,16.43,1.0234,hike_standard,0.3286,0.6359,0.434,0.0,-16.43,0.8347,-4.0177,dovish_surprise,-16.43
2011-07-07,0.63,0.52,False,Delphic,hike,0.2557377049180328,0.12049180327868853,0.03442622950819672,0.1658,0.1709,20.04,0.8104,hike_standard,0.4008,0.5035,0.2511,25.0,4.96,0.3842,0.8679,no_surprise,4.96
2011-08-04,0.66,0.68,False,Delphic,hike,0.3315384615384615,0.1423076923076923,0.036923076923076927,-0.0133,0.2158,11.1275,0.8922,hold,0.2225,0.5544,0.5842,0.0,-11.1275,0.5375,-1.8313,dovish_surprise,-11.1275
2011-09-08,0.15,0.75,False,Delphic,hike,0.16666666666666666,-0.12058823529411765,-0.011764705882352943,-0.15,0.0448,7.395,0.9012,hold,0.1479,0.5599,0.6786,0.0,-7.395,0.3877,-1.152,dovish_surprise,-7.395
2011-10-06,0.0,0.775,False,Delphic,ambiguous,0.14615384615384616,-0.12307692307692308,0.03461538461538461,-0.2888,0.0431,-5.835,0.8877,hold,-0.1167,0.5516,0.684,0.0,5.835,0.3798,0.913,hawkish_surprise,5.835
2011-11-03,-0.014,0.8,False,Delphic,ambiguous,0.16666666666666666,-0.36333333333333334,-0.09,-0.2167,-0.0437,-6.365,0.7357,hold,-0.1273,0.4571,0.7406,-25.0,-18.635,1.5712,-2.7071,dovish_surprise,-18.635
2011-12-08,-0.9,0.8,False,Delphic,ambiguous,0.08043478260869566,-0.2855072463768116,-0.03985507246376811,-0.175,-0.0534,-14.515,0.918,hold,-0.2903,0.5704,0.5027,-25.0,-10.485,0.8824,-1.3322,dovish_surprise,-10.485
2012-01-12,-0.85,0.8,False,Delphic,ambiguous,0.07735849056603775,-0.4358490566037736,-0.14339622641509434,-0.4767,-0.1208,-13.885,0.9218,hold,-0.2777,0.5727,0.537,0.0,13.885,0.6218,1.7589,hawkish_surprise,13.885
2012-02-09,-0.525,0.6875,False,Delphic,ambiguous,0.05,-0.3,-0.10508474576271187,0.0,-0.086,-6.125,0.5991,hold,-0.1225,0.3722,0.7735,0.0,6.125,0.2568,0.6438,hawkish_surprise,6.125
2012-03-08,-0.24,0.6,True,Delphic,hold,0.03303571428571428,-0.30357142857142855,-0.10535714285714286,-0.135,-0.0956,-3.8,0.4464,hold,-0.076,0.2774,0.8613,0.0,3.8,0.1493,0.3798,no_surprise,3.8
2012-04-04,0.35,0.5,True,Delphic,ambiguous,-0.024166666666666666,-0.4408333333333333,-0.08583333333333334,-0.1475,-0.1615,0.1375,0.6392,hold,0.0028,0.3972,0.7999,0.0,-0.1375,0.2233,-0.0137,no_surprise,-0.1375
2012-05-03,-0.1875,0.525,True,Delphic,hold,0.038281249999999996,-0.328125,-0.13906249999999998,-0.1056,-0.1071,0.685,0.5118,hold,0.0137,0.318,0.867,0.0,-0.685,0.1427,-0.069,no_surprise,-0.685
2012-06-06,-0.25,0.6125,False,Delphic,hold,0.05546875,-0.31171875,-0.16562499999999997,-0.0762,-0.0989,-1.6225,0.5246,hold,-0.0324,0.326,0.8558,0.0,1.6225,0.1557,0.167,no_surprise,1.6225
2012-07-05,0.25,0.75,False,Delphic,cut,0.0014492753623188452,-0.3565217391304348,-0.20144927536231888,-0.445,-0.1465,-5.7275,0.7513,hold,-0.1145,0.4668,0.6835,-25.0,-19.2725,1.299,-2.1895,dovish_surprise,-19.2725
2012-08-02,-0.48,0.6,False,Delphic,hold,0.014035087719298242,-0.40175438596491225,-0.19385964912280704,-0.204,-0.1523,-7.46,0.6849,hold,-0.1492,0.4256,0.7483,0.0,7.46,0.29,0.7529,hawkish_surprise,7.46
2012-09-06,-0.625,0.675,True,Delphic,cut,-0.10092592592592593,-0.3851851851851852,-0.19629629629629625,0.0,-0.2053,-1.7575,0.2544,hold,-0.0352,0.1581,0.9297,0.0,1.7575,0.0729,0.1762,no_surprise,1.7575
2012-10-04,-0.27,0.8,True,Delphic,hold,-0.12459016393442622,-0.532258064516129,-0.23114754098360657,-0.2767,-0.2682,-6.6325,1.1887,hold,-0.1327,0.7386,0.5855,0.0,6.6325,0.5353,0.6737,hawkish_surprise,6.6325
2012-11-08,0.3,0.6,False,Delphic,hold,-0.02358490566037736,-0.38773584905660374,-0.2009433962264151,-0.2575,-0.1683,-1.27,0.2009,hold,-0.0254,0.1248,0.9492,0.0,1.27,0.0521,0.1284,no_surprise,1.27
2012-12-06,-0.25,0.6,False,Delphic,ambiguous,-0.10384615384615384,-0.4384615384615384,-0.2076923076923077,-0.3586,-0.225,-15.8325,0.8951,cut_standard,-0.3166,0.5562,0.436,0.0,15.8325,0.8301,1.9134,hawkish_surprise,15.8325
2013-01-10,-0.25,0.7,False,Delphic,ambiguous,-0.11376811594202899,-0.394927536231884,-0.1289855072463768,-0.2567,-0.2012,-8.915,1.0668,hold,-0.1783,0.6628,0.5629,0.0,8.915,0.5747,1.0579,hawkish_surprise,8.915
2013-02-07,0.27,0.53,False,Delphic,hold,-0.12432432432432432,-0.34527027027027035,-0.15405405405405406,-0.185,-0.1966,-1.07,0.3879,hold,-0.0214,0.241,0.899,0.0,1.07,0.1065,0.1337,no_surprise,1.07
2013-03-07,-0.4,0.45,False,Delphic,hold,-0.12549019607843137,-0.3656862745098039,-0.1784313725490196,-0.15,-0.2081,-6.54,0.7564,hold,-0.1308,0.47,0.6634,0.0,6.54,0.4104,0.8228,hawkish_surprise,6.54
2013-04-04,-0.7,0.6,False,Delphic,hold,-0.0722972972972973,-0.2891891891891892,-0.11013513513513516,-0.1186,-0.1449,-11.5525,0.8619,hold,-0.2311,0.5355,0.6191,0.0,11.5525,0.4795,1.4395,hawkish_surprise,11.5525
2013-05-02,-0.55,0.65,True,Delphic,cut,-0.16799999999999998,-0.36866666666666664,-0.14933333333333332,-0.2775,-0.2245,-12.285,0.8874,hold,-0.2457,0.5514,0.5989,0.0,12.285,0.5127,1.4732,hawkish_surprise,-12.715
2013-06-06,-0.8,0.5,False,Odyssean,hold|cut,-0.14929577464788735,-0.2859154929577465,-0.11478873239436618,-0.3875,-0.1834,-13.21,1.0334,hold,-0.2642,0.6421,0.5061,0.0,13.21,0.681,1.5438,hawkish_surprise,13.21
2013-07-04,-0.45,0.65,False,Delphic,hold,-0.2291044776119403,-0.4477611940298507,-0.29328358208955224,-0.3878,-0.3075,-3.41,0.4697,hold,-0.0682,0.2918,0.8681,0.0,3.41,0.1414,0.387,no_surprise,3.41
2013-08-01,-0.85,0.5,False,Odyssean,cut,-0.3008196721311475,-0.4631147540983606,-0.21147540983606558,-0.38,-0.3316,-19.3625,1.0556,hold,-0.3873,0.6559,0.4308,0.0,19.3625,0.8421,4.0455,hawkish_surprise,19.3625
2013-09-05,-0.8125,0.375,True,Odyssean,cut,-0.19516129032258067,-0.4209677419354839,-0.1620967741935484,0.13,-0.2563,-9.13,0.8088,hold,-0.1826,0.5025,0.6719,0.0,9.13,0.3976,1.5736,hawkish_surprise,9.13
2013-10-02,-0.8,0.4,False,Delphic,hold,-0.19047619047619047,-0.38333333333333336,-0.18253968253968253,-0.1,-0.2467,-13.6825,0.9162,hold,-0.2737,0.5693,0.5426,0.0,13.6825,0.6114,2.5172,hawkish_surprise,13.6825
2013-11-07,-0.5875,0.5625,True,Odyssean,hold|cut,-0.30234375,-0.2609375,-0.17109375,-0.17,-0.2637,-13.095,0.8715,hold,-0.2619,0.5415,0.5378,0.0,13.095,0.6203,2.3734,hawkish_surprise,-11.905
2013-12-05,-0.9,0.6,False,Delphic,cut,-0.17118644067796612,-0.2,-0.16016949152542373,-0.2112,-0.1776,-12.845,0.6928,cut_standard,-0.2569,0.4305,0.4862,0.0,12.845,0.7211,2.5934,hawkish_surprise,12.845
2014-01-09,-0.8,0.6,False,Odyssean,cut,-0.36484374999999997,-0.3207692307692308,-0.2476923076923077,-0.69,-0.3282,-21.6575,1.0452,cut_standard,-0.4331,0.6494,0.3348,0.0,21.6575,1.0942,4.5512,hawkish_surprise,21.6575
2014-02-06,-0.55,0.475,True,Delphic,hold|cut,-0.30942028985507236,-0.286231884057971,-0.213768115942029,-0.102,-0.2833,-11.765,0.9166,hold,-0.2353,0.5695,0.595,0.0,11.765,0.5192,2.0849,hawkish_surprise,11.765
2014-03-06,-0.6,0.6,False,Odyssean,hold|cut,-0.24920634920634918,-0.19285714285714284,-0.1841269841269841,-0.2425,-0.2193,-11.815,0.8197,hold,-0.2363,0.5093,0.5685,0.0,11.815,0.5648,2.5183,hawkish_surprise,11.815
2014-04-03,-0.4,0.5875,True,Odyssean,hold|cut,-0.27439024390243905,-0.28231707317073174,-0.1597560975609756,0.0233,-0.2538,-8.2325,0.7739,hold,-0.1646,0.4809,0.6891,0.0,8.2325,0.3724,1.8884,hawkish_surprise,8.2325
2014-05-08,-0.67,0.67,True,Odyssean,hold|cut,-0.34661016949152545,-0.17966101694915257,-0.2016949152542373,-0.3229,-0.2675,-14.46,0.96,hold,-0.2892,0.5965,0.5602,0.0,14.46,0.5795,3.19,hawkish_surprise,14.46
2014-06-05,-0.82,0.62,False,Delphic,cut,-0.2878205128205128,-0.20769230769230773,-0.17371794871794874,-0.063,-0.241,-24.67,1.0423,cut_standard,-0.4934,0.6476,0.2586,-10.0,14.67,1.3525,3.2154,hawkish_surprise,14.67
2014-07-03,-0.85,0.5625,False,Odyssean,ambiguous,-0.23055555555555557,-0.20416666666666666,-0.13541666666666666,-0.46,-0.2036,-9.62,0.7794,hold,-0.1924,0.4843,0.666,0.0,9.62,0.4065,2.0944,hawkish_surprise,9.62
